代码,类型,名称,现价,涨跌,涨跌幅,溢折率,成交额,换手率,5日涨跌幅,年初至今,基金份额,估算规模,规模变化,管理公司,年初至今份额变动,年初至今份额变动率,IOPV,跟踪指数代码,跟踪指数名称,市盈率,市净率,上市地
515100.SH,策,红利低波100ETF,1.484,0.002,0.0013,-0.0005,90590645,0.0149,0.0047,-0.0074,4112441500,6092993326,-33566443.7,景顺长城基金,-428000000,-9.426396089,1.4847,930955.CSI,红利低波100,8.2526,0.845,上海证券交易所
588760.SH,主,人工智能ETF科创,0.551,0.001,0.0018,0.0005,90183192,0.0651,0.0166,0,2518532000,1385444453,-8684558.4,广发基金,,,0.5507,950180.CSI,科创AI,144.9151,8.477,上海证券交易所
563500.SH,宽,中证A500ETF华宝,1,0.001,0.001,-0.0006,88995067,0.0649,0.004,-0.0079,1369979400,1370664390,-911876.22,华宝基金,-603000000,-30.56291414,1.0006,000510.SH,中证A500,14.6569,1.471,上海证券交易所
515080.SH,策,中证红利ETF,1.527,0.001,0.0007,0.0007,88769192,0.0124,0.0039,-0.0134,4669148900,7119518243,-5351095.43,招商基金,442000000,10.45622027,1.5259,000922.CSI,中证红利,7.5794,0.7646,上海证券交易所
560510.SH,宽,中证A500ETF,0.942,0,0,-0.0004,88583258,0.0135,0.0043,-0.0094,6989026900,6587856756,18127491.46,泰康基金,-1656000000,-19.15552166,0.9424,000510.SH,中证A500,14.6569,1.471,上海证券交易所
516860.SH,主,金融科技ETF,1.237,-0.024,-0.019,0.0017,88158613,0.1018,0.0139,0.009,696522000,875319197.4,458460.6,博时基金,-179000000,-20.44494599,1.2349,930986.CSI,金融科技,76.1895,5.028,上海证券交易所
513360.SH,跨,教育ETF,0.508,-0.004,-0.0078,-0.0086,87519112,0.1546,-0.002,0.0099,1112713900,560807805.6,-32508000,博时基金,361500000,48.12211276,0.5124,931456.CSI,中国教育,110.3703,4.7649,上海证券交易所
159718.SZ,跨,港股医药ETF,0.799,0.013,0.0165,-0.0055,86650420,0.3526,0.0417,0.3776,311832634,245911215.2,-2806493.706,平安基金,-72000000,-18.75817573,0.8034,930965.CSI,港股通医药C,27.7289,2.0783,深圳证券交易所
589860.SH,宽,科创综指ETF天弘,0.938,-0.002,-0.0021,-0.0009,85473732,0.1033,0.0152,0,882224000,829467004.8,-15949046.4,天弘基金,,,0.9388,000680.SH,科创综指,174.0407,3.9142,上海证券交易所
563390.SH,策,现金流ETF全指,1.03,0.002,0.0019,-0.0011,85260551,0.2845,-0.0068,0,290844000,299220307.2,-872532,华泰柏瑞基金,,,1.0311,932365.CSI,中证现金流,11.1343,1.7093,上海证券交易所
515180.SH,策,红利ETF易方达,1.362,0.001,0.0007,0,84693664,0.0097,0.0029,-0.013,6399637000,8709905957,-34860368.6,易方达基金,-146000000,-2.230493381,1.362,000922.CSI,中证红利,7.5794,0.7646,上海证券交易所
589900.SH,宽,科创综指ETF博时,0.948,-0.001,-0.0011,-0.0007,84458447,0.0616,0.015,0,1448908200,1375883227,-2246446.52,博时基金,,,0.9487,000680.SH,科创综指,174.0407,3.9142,上海证券交易所
589680.SH,宽,科创综指ETF鹏华,0.948,0,0,0.0003,84337854,0.0372,0.0128,0,2394943700,2274478032,17678863.81,鹏华基金,,,0.9477,000680.SH,科创综指,174.0407,3.9142,上海证券交易所
159530.SZ,主,机器人ETF易方达,1.257,-0.01,-0.0079,-0.0003,84105381,0.054,-0.0048,0.079,1239613169,1569350272,51625343.63,易方达基金,1087000000,712.2583242,1.2574,980022.CNI,机器人产业,88.6736,4.6165,深圳证券交易所
520990.SH,跨,港股央企红利50ETF,0.974,0.01,0.0104,-0.002,82828313,0.0174,0.0041,0.022,4903470500,4749991873,-12607494.1,景顺长城基金,1157000000,30.88239985,0.976,931722.CSI,国新港股通央企红利,8.2278,0.8194,上海证券交易所
159980.SZ,商,有色ETF,1.685,0.01,0.006,-0.0018,81227688,0.0977,0.009,0.0306,493824777,826465146.8,4134119.643,大成基金,39000000,8.574730747,1.6881,IMCI.SHF,上期有色金属指数,,,深圳证券交易所
159751.SZ,跨,港股科技ETF,1.022,0,0,-0.0047,80506698,0.1453,0.0109,0.2711,543629628,559938516.8,-7126418.543,鹏华基金,226000000,71.1520526,1.0268,931573.CSI,港股通科技,23.847,3.1905,深圳证券交易所
510100.SH,宽,上证50ETF易方达,2.696,0,0,0.0005,80318740,0.0188,0.0004,0.0064,1584506800,4269295122,-9423488.44,易方达基金,-1008713100,-38.89809345,2.6946,000016.SH,上证50,10.9377,1.2004,上海证券交易所
159323.SZ,跨,港股通汽车ETF,1.243,-0.004,-0.0032,-0.0002,80203995,0.4224,0.004,0,153097378,191693227,4566825.841,华夏基金,,,1.2433,931239.CSI,港股通汽车,21.4877,1.8636,深圳证券交易所
588290.SH,主,科创芯片ETF基金,1.486,-0.002,-0.0013,0.0006,79834991,0.0334,0.0192,0.0392,1611397000,2396630758,60554777.6,华安基金,-107500000,-6.254010566,1.4851,000685.SH,科创芯片,160.78,5.5097,上海证券交易所
515300.SH,策,300红利低波ETF,1.394,0.004,0.0029,-0.0003,79797698,0.0133,0.0007,-0.0021,4313175200,5997470116,141997681.7,嘉实基金,743000000,20.8113036,1.3944,930740.CSI,300红利低波,8.9306,0.8937,上海证券交易所
159981.SZ,商,能源化工ETF,1.289,0.006,0.0047,-0.0012,79684529,0.1683,-0.0085,-0.1098,366536957,469863725.2,16465944.78,建信基金,164000000,80.97287647,1.2905,000201.CZC,易盛能化A,,,深圳证券交易所
159300.SZ,宽,300ETF,3.989,0,0,-0.0001,79602677,0.0361,0.0048,-0.0112,553558097,2208087893,-12481080.65,富国基金,-133200000,-19.39547573,3.9895,000300.SH,沪深300,12.6549,1.3137,深圳证券交易所
159235.SZ,策,中证现金流ETF,1.03,0.002,0.0019,-0.0005,79422460,0.1811,-0.0077,0,425729545,437735118.2,-288461.5895,大成基金,,,1.0305,932365.CSI,中证现金流,11.1343,1.7093,深圳证券交易所
513190.SH,跨,港股通金融ETF,1.553,0.001,0.0006,0.0002,79023657,0.0791,0.0251,0.1344,641936000,998852416,19117460.8,华夏基金,436000000,211.7162614,1.5527,h11146.CSI,港股通内地金融,5.8222,0.5389,上海证券交易所
159859.SZ,主,生物医药ETF,0.367,-0.004,-0.0108,-0.0005,78224329,0.0236,0.011,0.0166,8987840054,3333589876,-49148928.15,天弘基金,171000000,1.939470365,0.3672,399441.SZ,生物医药,37.4102,2.7889,深圳证券交易所
159596.SZ,宽,A50ETF华宝,1.106,0.001,0.0009,0.0001,76354015,0.0685,-0.0009,-0.0018,1007841520,1115075858,23353814.74,华宝基金,-135000000,-11.81266148,1.1059,930050.CSI,中证A50,17.7506,2.0012,深圳证券交易所
159747.SZ,跨,香港科技ETF,1.371,-0.002,-0.0015,-0.0031,74910656,0.1857,0.0096,0.2374,294712278,407734436.6,6100544.155,南方基金,-5000000,-1.668266657,1.3752,931574CNY00.CSI,港股科技(CNY),,,深圳证券交易所
159502.SZ,跨,标普生物科技ETF,0.888,0.01,0.0114,0.0061,74909478,0.057,0.0338,-0.1057,1485323019,1310203435,-24698800,嘉实基金,387000000,35.23553575,0.8826,SPSIBI.SPI,标普生物技术精选行业,,,深圳证券交易所
512500.SH,宽,中证500ETF华夏,3.175,0.004,0.0013,-0.0001,74194672,0.0062,0.0102,0.0115,3769608800,11974916275,61140646.32,华夏基金,-577600000,-13.28668639,3.1754,000905.SH,中证500,29.8503,1.8045,上海证券交易所
516010.SH,主,游戏ETF,1.153,-0.01,-0.0086,0.0021,73608567,0.0388,0.0313,0.1565,1645693000,1913282682,328465597.7,国泰基金,139000000,9.225502475,1.1506,930901.CSI,动漫游戏,74.8736,3.3643,上海证券交易所
159925.SZ,宽,沪深300ETF南方,3.916,0.001,0.0003,0.0001,72952885,0.0193,0.0046,-0.0101,966920856,3785978612,5767130.218,南方基金,-335700000,-25.77112123,3.9156,000300.SH,沪深300,12.6549,1.3137,深圳证券交易所
513820.SH,跨,港股红利ETF基金,1.183,0.008,0.0068,0.0022,72702570,0.0275,0.006,0.0755,2239669000,2643257354,3666331,汇添富基金,826000000,58.42951922,1.1804,930914.CSI,港股通高股息(HKD),6.6648,0.6344,上海证券交易所
518680.SH,商,金ETF,7.795,-0.004,-0.0005,-0.0002,71608845,0.0271,0.0246,0.263,339169500,2645895186,2577688.2,富国基金,208211500,158.9910506,7.7962,SHAU.SGE,上海金,,,上海证券交易所
588750.SH,主,科创芯片50ETF,1.018,-0.004,-0.0039,0.0026,71542822,0.0479,0.02,0.0346,1471228000,1496238876,37311356.4,汇添富基金,138000000,10.35081771,1.0154,000685.SH,科创芯片,160.78,5.5097,上海证券交易所
510720.SH,策,红利国企ETF,0.961,0.001,0.001,0,70433988,0.0432,0.0031,-0.0381,1696766000,1628216654,41743048.6,国泰基金,943000000,125.1051387,0.961,000151.SH,上证国企红利,7.4779,0.7532,上海证券交易所
513390.SH,跨,纳指100ETF,1.745,-0.004,-0.0023,0.004,69921659,0.0249,-0.0051,-0.0407,1612379100,2825533135,-24533600,博时基金,593000000,58.17266609,1.738,NDX.GI,纳斯达克100,35.8341,8.9,上海证券交易所
159766.SZ,主,旅游ETF,0.681,0,0,0.0009,69501563,0.0236,0.0044,-0.034,4333140963,2949135739,-18532480.6,富国基金,1203000000,38.43277393,0.6804,930633.CSI,中证旅游,903.3273,2.2944,深圳证券交易所
520580.SH,跨,新兴亚洲ETF,1.006,0,0,0.0067,68242084,0.1373,-0.0147,0,494983900,494983900,,招商基金,,,0.9993,EMASIAUP.GI,新交所新兴亚洲精选50,,,上海证券交易所
561980.SH,主,半导体设备ETF,1.273,0.003,0.0024,0.0025,67966890,0.0816,0.0135,0.0168,656110000,832603590,-845751,招商基金,-72000000,-9.888615731,1.2698,931865.CSI,中证半导,92.7229,5.4592,上海证券交易所
159629.SZ,宽,1000ETF,2.51,-0.005,-0.002,0.0008,67800242,0.006,0.0121,0.0363,4513252663,11342255267,3667974.265,富国基金,822000000,22.26886304,2.5079,000852.SH,中证1000,40.9,2.0938,深圳证券交易所
159568.SZ,跨,港股互联网ETF,1.667,-0.007,-0.0042,-0.002,67482482,0.21,0.0006,0.2204,192857901,325293421.6,7174313.917,博时基金,135000000,233.3302758,1.6704,931637.CSI,港股通互联网,23.3088,3.3043,深圳证券交易所
518600.SH,商,上海金ETF,7.797,-0.002,-0.0003,0,67234042,0.0344,0.0246,0.261,250516300,1954578276,1878872.25,广发基金,127022700,102.8577189,7.7973,SHAU.SGE,上海金,,,上海证券交易所
589980.SH,宽,科创100ETF汇添富,1.005,0,0,-0.0044,65941205,0.0901,0.0172,0,729122000,734517502.8,-17013277.2,汇添富基金,,,1.0094,000698.SH,科创100,285.854,4.4102,上海证券交易所
513890.SH,跨,恒生科技HKETF,1.07,-0.002,-0.0019,0.0053,65753520,0.1553,-0.0009,0.1758,396128000,426511017.6,7803721.6,摩根基金,46000000,13.13805237,1.0644,HSTECH.HI,恒生科技,21.9187,2.9081,上海证券交易所
511700.SH,货,场内货币ETF,100.013,0.008,0.0001,0,65605821,0.0576,0.0001,0.0001,11379000,1137900000,21270000,平安基金,4730823.78,71.15972296,0,,,,,上海证券交易所
515230.SH,主,软件ETF,0.806,-0.005,-0.0062,0.0015,65486810,0.0484,0.0164,0.0294,1677690900,1362956087,23317596.19,国泰基金,248000000,17.34640684,0.8048,h30202.CSI,软件指数,269.7123,4.9027,上海证券交易所
159513.SZ,跨,纳斯达克100指数ETF,1.305,-0.004,-0.0031,0.0018,65186073,0.0107,-0.0076,-0.0481,4656549100,6116842898,-18390400,大成基金,429000000,10.14772365,1.3027,NDX.GI,纳斯达克100,35.8341,8.9,深圳证券交易所
516150.SH,主,稀土ETF基金,1.118,-0.003,-0.0027,0.0017,63153472,0.0339,0.0266,0.0875,1663577000,1862540809,5364885.3,嘉实基金,70500000,4.425398145,1.1161,930598.CSI,稀土产业,35.0027,2.0867,上海证券交易所
159232.SZ,策,现金流ETF南方,1.029,0,0,-0.0016,63062165,0.105,-0.0077,0,582948566,599329420.7,-1748845.698,南方基金,,,1.0307,932365.CSI,中证现金流,11.1343,1.7093,深圳证券交易所
159825.SZ,主,农业ETF,0.711,0.005,0.0071,-0.0017,62575911,0.0311,0.0304,0.0676,2830077407,2000298711,-30356634.74,富国基金,319000000,12.70371033,0.7122,000949.CSI,中证农业,19.1161,2.3177,深圳证券交易所
159592.SZ,宽,A50ETF基金,1.122,0,0,-0.0015,62538285,0.0253,-0.0036,-0.0062,2200310460,2474469143,-2996872.218,银华基金,-492000000,-18.27426693,1.1237,930050.CSI,中证A50,17.7506,2.0012,深圳证券交易所
513040.SH,跨,港股通互联网ETF,1.377,-0.005,-0.0036,0.004,61379277,0.0867,0.0007,0.2164,514341300,716683167.4,15841712.04,易方达基金,348500000,210.1406586,1.3715,931637.CSI,港股通互联网,23.3088,3.3043,上海证券交易所
159356.SZ,宽,A500ETF基金,0.986,0,0,-0.0003,61093173,0.0116,0.001,-0.009,5357120647,5284799518,6953922.265,万家基金,-750000000,-12.28074642,0.9863,000510.SH,中证A500,14.6569,1.471,深圳证券交易所
159682.SZ,宽,创业50ETF,0.876,-0.005,-0.0057,0.0008,60846925,0.0136,0.0115,-0.0601,5116307670,4510025211,-5736215.659,景顺长城基金,-954000000,-15.71584262,0.8753,399673.SZ,创业板50,31.0115,4.0677,深圳证券交易所
159518.SZ,跨,标普油气ETF,0.852,0,0,0.0039,60813822,0.074,-0.0218,-0.1032,965325369,821684954.1,,嘉实基金,580000000,150.5221422,0.8487,SPSIOPTR.SPI,标普石油天然气上游股票全收益指数,,,深圳证券交易所
512930.SH,主,AI人工智能ETF,1.332,0.001,0.0008,0.0011,60576958,0.0309,0.0254,0.0238,1476130300,1962515234,27432026.27,平安基金,610000000,70.42820232,1.3305,930713.CSI,CS人工智,66.4936,4.8268,上海证券交易所
159901.SZ,宽,深证100ETF,2.673,-0.003,-0.0011,0.0007,60444922,0.0096,0.0022,-0.035,2358234930,6315588966,20148336.63,易方达基金,-129500000,-5.205538518,2.6712,399330.SZ,深证100,22.0722,2.2803,深圳证券交易所
515000.SH,主,科技ETF,1.299,0.003,0.0023,0.0015,60067421,0.0189,0.0285,-0.0084,2458289700,3188893399,50866894.86,华宝基金,-89000000,-3.493909625,1.297,931087.CSI,科技龙头,43.6906,4.2434,上海证券交易所
159516.SZ,主,半导体设备ETF,1.018,0.001,0.001,-0.0001,57974658,0.0258,0.0069,0.016,2213589993,2250556946,17443822.93,国泰基金,533000000,31.71505258,1.0181,931743.CSI,半导体材料设备,63.9893,4.1384,深圳证券交易所
589630.SH,宽,科创综指ETF国泰,0.947,0,0,-0.0009,57974490,0.0474,0.0128,0,1293629000,1227007107,11158093.2,国泰基金,,,0.9479,000680.SH,科创综指,174.0407,3.9142,上海证券交易所
512820.SH,行,银行ETF龙头,1.437,0.004,0.0028,0.0002,56042664,0.084,0.0213,0.1028,464201900,664829961.2,-5507339,汇添富基金,-1182300000,-71.80678018,1.4367,399986.SZ,中证银行,6.6734,0.6778,上海证券交易所
589700.SH,策,N科创成长ETF南方,1.035,0.007,0.0068,-0.0002,55312353,0.3048,0,0,176291000,181632617.3,,南方基金,,,1.0352,000690.SH,科创成长,85.0991,7.2194,上海证券交易所
588930.SH,主,科创板人工智能ETF,1.149,-0.001,-0.0009,0.0007,54953491,0.065,0.0168,0,737329000,845790095.9,-3671256.4,银华基金,,,1.1482,950180.CSI,科创AI,144.9151,8.477,上海证券交易所
159739.SZ,主,大数据ETF,1.095,0.001,0.0009,0,54940767,0.1,0.0301,0.036,502180615,548883412.2,7499347.527,鹏华基金,315200000,168.5736246,1.095,930851.CSI,云计算,109.713,4.8039,深圳证券交易所
513850.SH,跨,美国50ETF,1.373,-0.004,-0.0029,0.0034,54144334,0.0292,-0.0079,-0.0524,1353892600,1852802023,-46755300.46,易方达基金,-6000000,-0.441211313,1.3684,750108.MI,MSCI美国50指数,29.176,6.7193,上海证券交易所
159360.SZ,宽,中证A500ETF天弘,1.004,0.001,0.001,0.0012,53853215,0.0164,0.005,-0.0079,3269184526,3278665161,9098382.746,天弘基金,-1650000000,-33.54214487,1.0028,000510.SH,中证A500,14.6569,1.471,深圳证券交易所
512720.SH,主,计算机ETF,1.043,-0.006,-0.0057,-0.0012,53640193,0.0453,0.0097,-0.0057,1133453400,1187632473,30216195.96,国泰基金,164000000,16.91674917,1.0443,930651.CSI,CS计算机,69.6451,4.0849,上海证券交易所
510580.SH,宽,中证500ETF易方达,2.905,0,0,-0.0001,53623200,0.0189,0.0097,0.0108,978968300,2847231404,16348770.61,易方达基金,-124000000,-11.24239019,2.9053,000905.SH,中证500,29.8503,1.8045,上海证券交易所
515800.SH,宽,800ETF,1.008,0,0,-0.0002,53566578,0.0117,0.007,-0.004,4561687200,4600005372,14141230.32,汇添富基金,-1586500000,-25.80435417,1.0082,000906.SH,中证800,14.2052,1.385,上海证券交易所
588240.SH,宽,科创200ETF指数,1.002,0.003,0.003,-0.0013,53404181,0.17,0.0245,0,314633000,315230802.7,2584640.8,鹏华基金,,,1.0033,000699.SH,科创200,280.2365,3.1891,上海证券交易所
159996.SZ,行,家电ETF,1.33,-0.002,-0.0015,0.0006,53392277,0.0397,-0.0134,-0.0015,1014554846,1351589966,-1254580.616,国泰基金,-174000000,-14.63962732,1.3292,930697.CSI,家用电器,15.866,2.4675,深圳证券交易所
513730.SH,跨,东南亚科技ETF,1.185,-0.003,-0.0025,-0.005,53280147,0.034,-0.0263,-0.1222,1321355000,1557481139,,华泰柏瑞基金,-674000000,-33.77845045,1.191,ASIATECP.GI,新交所泛东南亚科技指数,,,上海证券交易所
588060.SH,宽,科创50ETF龙头,0.632,-0.002,-0.0032,-0.0005,53156951,0.0092,0.0064,0,9127140000,5797559328,47898066,广发基金,-1044000000,-10.26433615,0.6323,000688.SH,科创50,97.7553,4.5058,上海证券交易所
510350.SH,宽,沪深300ETF工银,3.94,-0.001,-0.0003,-0.0001,52777790,0.0138,0.0054,-0.0101,970314700,3823816170,-8472860.35,工银瑞信基金,-259200000,-21.08148849,3.9403,000300.SH,沪深300,12.6549,1.3137,上海证券交易所
159776.SZ,跨,港股通医药ETF,1.069,0.018,0.0171,-0.0064,50992286,0.4361,0.0389,0.3705,110968765,117227403.3,-3423237.674,银华基金,-43000000,-27.92774236,1.0759,930965.CSI,港股通医药C,27.7289,2.0783,深圳证券交易所
513220.SH,跨,中概互联ETF,1.23,-0.007,-0.0057,-0.0084,50804262,0.1792,-0.0016,0.1431,230109400,281630894.7,,招商基金,55000000,31.40893636,1.2404,930796.CSI,全球中国互联网(CNY),1.2741,0.1844,上海证券交易所
159660.SZ,跨,纳指100ETF,1.695,-0.006,-0.0035,0.0021,50342820,0.0169,-0.0082,-0.0682,1764151363,3009289395,,汇添富基金,617000000,53.78540443,1.6915,NDX.GI,纳斯达克100,35.8341,8.9,深圳证券交易所
513400.SH,跨,道琼斯ETF,1.099,0.001,0.0009,0.0012,50050476,0.0307,-0.0045,-0.0509,1483062000,1631961425,-13204800,鹏华基金,-71000000,-4.568672292,1.0977,DJI.GI,道琼斯工业指数,30.8679,8.3514,上海证券交易所
512290.SH,主,生物医药ETF,0.976,-0.008,-0.0081,-0.0017,49865925,0.0137,0.0062,0.0725,3736820700,3677031569,-31841372.45,国泰基金,-700000000,-15.77706307,0.9777,930726.CSI,CS生医,39.3042,3.9095,上海证券交易所
159333.SZ,跨,港股央企红利ETF,1.281,0.01,0.0079,-0.003,49757134,0.0877,0.0047,0.0693,443952835,567638094.8,1109882.087,万家基金,13000000,3.016571407,1.2849,931233.CSI,港股通央企红利,6.4519,0.6097,深圳证券交易所
512020.SH,宽,A500ETF指数,1,0.002,0.002,0.0012,49718785,0.0133,0.005,-0.0109,3743012700,3739643989,10113744.45,鹏华基金,-21000000,-0.557915227,0.9988,000510.SH,中证A500,14.6569,1.471,上海证券交易所
520900.SH,跨,红利ETF港股,0.965,0.011,0.0115,0.0002,49645439,0.0247,0.0052,0.0277,2092175000,2003257563,-1376135,广发基金,-413500000,-16.50253924,0.9648,931722.CSI,国新港股通央企红利,8.2278,0.8194,上海证券交易所
159531.SZ,宽,中证2000ETF,1.12,-0.004,-0.0036,-0.001,49235714,0.0832,0.0027,0.1155,528608406,593680100.8,-9692941.158,南方基金,-232000000,-30.50189798,1.1211,932000.CSI,中证2000,138.5133,2.458,深圳证券交易所
159732.SZ,主,消费电子ETF,0.782,-0.002,-0.0026,0.0005,48955736,0.0279,0.0182,-0.0286,2249447904,1762667378,45841923.71,华夏基金,128000000,6.033615049,0.7816,980030.CNI,消费电子,37.0029,2.7449,深圳证券交易所
159993.SZ,主,证券ETF龙头,1.139,-0.008,-0.007,0.0004,48610038,0.033,0.0179,-0.0785,1293197982,1484332644,-5574037.96,鹏华基金,-43000000,-3.218085986,1.1385,399437.SZ,证券龙头,20.8587,1.3725,深圳证券交易所
159750.SZ,跨,港股科技50ETF,1.005,0,0,-0.0015,48311694,0.0829,0.009,0.2547,580618251,587817917.3,8767335.59,招商基金,433000000,293.3241636,1.0065,931574CNY00.CSI,港股科技(CNY),,,深圳证券交易所
513520.SH,跨,日经ETF,1.457,0.001,0.0007,0.0001,48101437,0.034,-0.0082,0.0021,971387200,1415893983,777109.76,华夏基金,263500000,37.22344464,1.4569,N225.GI,日经225,15.6861,,上海证券交易所
515290.SH,行,银行ETF天弘,1.465,0.003,0.0021,0.0001,47611911,0.0111,0.0216,0.1057,2921572900,4265788591,-41268383.58,天弘基金,-40500000,-1.367285728,1.4648,399986.SZ,中证银行,6.6734,0.6778,上海证券交易所
588730.SH,主,科创人工智能ETF,1.067,-0.001,-0.0009,0.0008,47431155,0.0643,0.0162,0,693396300,739021776.5,848981.21,易方达基金,,,1.0661,950180.CSI,科创AI,144.9151,8.477,上海证券交易所
159359.SZ,宽,中证A500ETF华安,0.995,0.002,0.002,0.0007,47219250,0.0165,0.0051,-0.0119,2873140424,2856763524,10343305.53,华安基金,-2277000000,-44.2123867,0.9943,000510.SH,中证A500,14.6569,1.471,深圳证券交易所
510760.SH,宽,上证综指ETF,1.081,0.002,0.0019,-0.0003,47056451,0.0226,0.0065,0.0266,1931503700,2086217146,3863007.4,国泰基金,-897000000,-31.71288056,1.0813,000001.SH,上证指数,14.6954,1.3259,上海证券交易所
563860.SH,宽,A500ETF海富通,0.993,0.001,0.001,0.0003,46674868,0.049,0.0061,0,959844300,953125389.9,390955.05,海富通基金,,,0.9927,000510.SH,中证A500,14.6569,1.471,上海证券交易所
515210.SH,主,钢铁ETF,1.2,0.001,0.0008,0.0007,46623458,0.0251,-0.0033,0.0213,1547726100,1849842235,-19333523.52,国泰基金,809500000,109.6547521,1.1992,930606.CSI,中证钢铁,,0.9189,上海证券交易所
159887.SZ,行,银行ETF,1.332,0.004,0.003,0.0014,45986997,0.0944,0.0207,0.1026,366015950,485044336.9,-1982041.22,富国基金,30000000,8.928147607,1.3301,h30022.CSI,800银行,6.6611,0.678,深圳证券交易所
159655.SZ,跨,标普ETF,1.552,-0.003,-0.0019,0.0021,44765923,0.0134,-0.007,-0.0617,2149143045,3349009607,-18699600,华夏基金,1750000000,438.4393069,1.5487,SPX.GI,标普500,27.4182,4.9678,深圳证券交易所
589770.SH,宽,科创综指ETF招商,0.95,-0.001,-0.0011,-0.0016,44365662,0.0506,0.0128,0,923569200,880161447.6,10621045.8,招商基金,,,0.9515,000680.SH,科创综指,174.0407,3.9142,上海证券交易所
159755.SZ,主,电池ETF,0.671,-0.003,-0.0045,0,44363602,0.0162,-0.0015,0.0291,4082646746,2751295642,19826382.07,广发基金,-1007000000,-19.78526311,0.671,980032.CNI,新能电池,26.8081,3.2098,深圳证券交易所
159967.SZ,风,创业板成长ETF,0.426,-0.002,-0.0047,-0.0009,43916332,0.0112,0.0265,-0.0554,9197105811,3940040129,36935279.27,华夏基金,-1207000000,-11.6011892,0.4264,399296.SZ,创成长,29.5063,4.5181,深圳证券交易所
561560.SH,行,电力ETF,1.171,0.004,0.0034,0.0003,43174785,0.0693,-0.0093,-0.0225,533124200,622262566.2,-1277311.46,华泰柏瑞基金,328000000,159.9031221,1.1706,h30199.CSI,中证全指电力指数,17.0907,1.7182,上海证券交易所
159562.SZ,主,黄金股ETF,1.58,0.02,0.0128,-0.0009,43000586,0.0687,0.0327,0.3539,396130504,618122038.4,-9903262.6,华夏基金,119000000,42.94005831,1.5814,931238.CSI,SSH黄金股票,19.1597,2.4424,深圳证券交易所
159303.SZ,跨,恒生医疗ETF基金,1.49,0.022,0.015,-0.0096,42216474,0.7347,0.0391,0.3951,38991693,57629722.25,-748640.5056,大成基金,9000000,30.0083093,1.5044,HSHCI.HI,恒生医疗保健,28.1608,2.4398,深圳证券交易所
159814.SZ,宽,创业大盘ETF,0.394,-0.001,-0.0025,0.0028,42010754,0.0633,0.0181,-0.0437,1690246520,667309326.1,-4805745.532,西部利得基金,-262000000,-13.42043627,0.3929,399293.SZ,创业大盘,30.6282,4.2658,深圳证券交易所
516780.SH,主,稀土ETF,1.075,-0.004,-0.0037,-0.0004,41377262,0.0451,0.0248,0.087,853049800,920355429.2,5195628.28,华泰柏瑞基金,-28500000,-3.232942711,1.0754,930598.CSI,稀土产业,35.0027,2.0867,上海证券交易所
159865.SZ,主,养殖ETF,0.6,0,0,-0.0008,40552669,0.0117,0.0169,0.0582,5751455659,3445697085,-55798594.51,国泰基金,53000000,0.930076554,0.6005,930707.CSI,中证畜牧,17.0602,2.4547,深圳证券交易所
159735.SZ,跨,港股消费ETF,0.823,-0.001,-0.0012,-0.0019,40303529,0.0624,0.0061,0.2103,785561371,651937381.8,3439889.162,银华基金,400000000,103.7448329,0.8246,931454.CSI,港股通消费,21.2356,3.2974,深圳证券交易所
563020.SH,策,红利低波动ETF,1.217,0.002,0.0016,0.0007,40273482,0.0234,0.0116,0.0422,1413910000,1715497003,28557028,易方达基金,579000000,69.34879209,1.2161,h30269.CSI,红利低波,7.7629,0.8118,上海证券交易所
513530.SH,跨,港股通红利ETF,1.586,0.001,0.0006,-0.0005,40007603,0.0194,0.0013,0.0878,1301938700,2065655941,11804629.69,华泰柏瑞基金,423500000,48.21053535,1.5868,930915.CSI,港股通高股息(CNY),6.5906,0.6294,上海证券交易所
159673.SZ,宽,沪深300ETF鹏华,1.041,0.002,0.0019,0.0006,39838158,0.0114,0.0058,-0.0114,3357528385,3492836779,-8210979.037,鹏华基金,-780000000,-18.85183441,1.0404,000300.SH,沪深300,12.6549,1.3137,深圳证券交易所
512810.SH,主,国防军工ETF,1.212,-0.002,-0.0016,0.0006,39692146,0.0645,0.0033,0.0083,505791700,614182861.3,2630116.84,华宝基金,47000000,10.24430041,1.2113,399967.SZ,中证军工,97.1181,3.1361,上海证券交易所
515030.SH,主,新能源车ETF,1.213,-0.004,-0.0033,0.0012,39497907,0.0093,-0.0033,0.0159,3495384000,4250736482,77569821.6,华夏基金,-579000000,-14.21073713,1.2116,399976.SZ,CS新能车,30.8797,2.951,上海证券交易所
588120.SH,宽,科创板100ETF,0.986,0.003,0.0031,-0.0001,39257819,0.0381,0.0239,0.098,1047811000,1031150805,-19795431.9,国泰基金,-618000000,-37.09904665,0.9861,000698.SH,科创100,285.854,4.4102,上海证券交易所
589080.SH,宽,科创综指ETF汇添富,0.95,-0.001,-0.0011,-0.0009,38367653,0.0526,0.0128,0,768061000,731808520.8,4126201.5,汇添富基金,,,0.9509,000680.SH,科创综指,174.0407,3.9142,上海证券交易所
513080.SH,跨,法国CAC40ETF,1.685,-0.001,-0.0006,-0.0022,38285021,0.0435,-0.0053,0.1447,521916000,880942016.4,,华安基金,109000000,26.39762082,1.6887,FCHI.GI,法国CAC40,,1.8585,上海证券交易所
