代码,类型,名称,现价,涨跌,涨跌幅,溢折率,成交额,换手率,5日涨跌幅,年初至今,基金份额,估算规模,规模变化,管理公司,年初至今份额变动,年初至今份额变动率,IOPV,跟踪指数代码,跟踪指数名称,市盈率,市净率,上市地
512520.SH,宽,MSCIETF,1.182,0.003,0.0025,0.0012,550774,0.0074,0.0068,-0.01,63056400,74431774.56,239614.32,华泰柏瑞基金,-6000000,-8.688550229,1.1806,716567.MI,MSCI中国A股国际通(美元),12.9999,1.3264,上海证券交易所
511970.SH,货,国寿货币ETF,100.006,0.007,0.0001,0,531129,0.0171,0.0001,0,310300,31030000,10000,国寿安保基金,241615.8593,351.7782371,0,,,,,上海证券交易所
561180.SH,宽,A100ETF,1.06,0,0,-0.0008,528856,0.0048,0,-0.0028,103609600,109867619.8,248663.04,富国基金,-28000000,-21.27504377,1.0608,000903.SH,中证A100,15.0367,1.5605,上海证券交易所
560560.SH,主,碳中和ETF泰康,0.526,0,0,0,516480,0.0082,-0.0094,-0.0852,120190100,63304125.67,-48076.04,泰康基金,-10000000,-7.681075596,0.526,000977.CSI,内地低碳,29.1751,2.2454,上海证券交易所
516530.SH,主,物流快递ETF,0.904,-0.001,-0.0011,-0.001,510259,0.0072,-0.012,-0.0066,78302300,70840090.81,-274058.05,银华基金,-1500000,-1.879645073,0.9049,930716.CSI,CS物流,12.7227,1.2707,上海证券交易所
159891.SZ,主,医疗ETF基金,0.428,-0.002,-0.0047,-0.0002,508446,0.0043,0.0094,-0.0047,274024837,118132107.2,-356232.2881,建信基金,3000000,1.106909622,0.4281,h30178.CSI,医疗保健,38.5505,3.0924,深圳证券交易所
516980.SH,策,证券ETF先锋,1.052,-0.01,-0.0094,0.0017,507229,0.015,0.0184,-0.0723,32016000,33888936,310555.2,华富基金,-3000000,-8.567511995,1.0502,931402.CSI,证券先锋,21.9179,1.364,上海证券交易所
159791.SZ,主,300ESGETF,0.931,0.002,0.0022,0.0016,504757,0.0164,0.0054,-0.0117,33083347,30744354.37,66166.694,华夏基金,-4000000,-10.78651288,0.9295,931463.CSI,300 ESG,11.9882,1.246,深圳证券交易所
159553.SZ,宽,2000ETF增强,1.381,0.014,0.0102,-0.0003,502324,0.0322,0.023,0.1413,11326751,15490464.67,184626.0413,海富通基金,1000000,9.6835878,1.3814,932000.CSI,中证2000,138.5133,2.458,深圳证券交易所
159931.SZ,主,金融ETF,1.85,-0.002,-0.0011,-0.0018,502087,0.0086,0.0165,0.0137,31328511,58155114.97,65789.8731,汇添富基金,-21000000,-40.13108647,1.8533,000934.SH,800金地,8.2704,0.8079,深圳证券交易所
159821.SZ,宽,BOCI创业板ETF,0.763,-0.003,-0.0039,-0.0037,501206,0.0222,-0.0078,-0.0463,29520000,22712688,259776,中银证券,-23400000,-44.21768707,0.7658,399006.SZ,创业板指,32.6842,3.7518,深圳证券交易所
510560.SH,宽,国寿500ETF,1.365,-0.004,-0.0029,-0.0028,500429,0.0029,0.0066,0.0126,126318700,172980827.8,997917.73,国寿安保基金,-2000000,-1.558619282,1.3689,000905.SH,中证500,29.8503,1.8045,上海证券交易所
530280.SH,宽,上证180ETF指数基金,1.026,0,0,-0.0012,496569,0.002,0.0029,0,241434000,247638853.8,6554437.8,平安基金,,,1.0272,000010.SH,上证180,11.1484,1.1624,上海证券交易所
530300.SH,宽,上证180ETF华泰柏瑞,1.028,0.002,0.0019,0.0021,481583,0.0032,0.0059,0,147643000,151348839.3,-3857771.2,华泰柏瑞基金,,,1.0258,000010.SH,上证180,11.1484,1.1624,上海证券交易所
159645.SZ,主,疫苗ETF富国,0.66,-0.01,-0.0149,-0.0006,477041,0.0252,0.0123,-0.0135,28540740,19133712.1,-14270.37,富国基金,-2000000,-6.548629797,0.6604,980015.CNI,疫苗生科,49.5216,3.622,深圳证券交易所
517300.SH,宽,沪港深300ETF,0.798,-0.001,-0.0013,-0.0042,476621,0.0002,0.0076,0.0418,3294434500,2642136469,12189407.65,国寿安保基金,-96000000,-2.831495491,0.8014,931395.CSI,沪港深300,11.9585,1.2461,上海证券交易所
159306.SZ,主,汽车零件ETF,1.108,-0.013,-0.0116,-0.001,473313,0.0211,-0.0238,0.0522,20244616,22669921,190299.3904,平安基金,4000000,24.62354296,1.1091,931230.CSI,汽车零部件,25.4601,2.5805,深圳证券交易所
515560.SH,行,证券ETF建信,0.975,-0.008,-0.0081,-0.0014,467278,0.0021,0.0156,-0.0854,225883300,222336932.2,-847173.64,建信基金,-23000000,-9.241278945,0.9764,399975.SZ,证券公司,22.1085,1.3646,上海证券交易所
516260.SH,主,物联网50ETF,0.833,-0.001,-0.0012,-0.001,458580,0.0048,0.0073,-0.0291,115882600,96727206.22,122415.52,华夏基金,-12000000,-9.383606527,0.8338,930712.CSI,CS物联网,28.4831,3.3004,上海证券交易所
159923.SZ,宽,中证A100ETF基金,1.742,0.002,0.0011,0.0003,458012,0.0152,0.0023,-0.0057,17285812,30085955.79,65686.0856,大成基金,-10000000,-36.64908341,1.7414,000903.SH,中证A100,15.0367,1.5605,深圳证券交易所
560550.SH,主,碳中和ETF龙头,0.748,0.002,0.0027,-0.0009,454304,0.0011,-0.0013,-0.008,547597400,409274296.8,-602357.14,广发基金,-84000000,-13.29961143,0.7487,931755.CSI,SEEE碳中和,22.2658,1.8348,上海证券交易所
159969.SZ,宽,深100ETF银华,1.136,-0.001,-0.0009,0.0001,453548,0.0287,0.0044,-0.0373,13903014,15823020.23,69515.07,银华基金,-2000000,-12.5762324,1.1359,399330.SZ,深证100,22.0722,2.2803,深圳证券交易所
512090.SH,宽,MSCIA股ETF易方达,1.568,0.001,0.0006,0.0001,451436,0.0011,0.0058,-0.0032,253592300,397556648.7,1293320.73,易方达基金,-28000000,-9.943453709,1.5678,716567.CSI,MSCI中国A股国际通实时(人民币),,,上海证券交易所
159836.SZ,宽,创业板300ETF天弘,0.809,-0.004,-0.0049,0.0006,448736,0.0025,0.0151,-0.0134,225747113,183329230.5,2167172.285,天弘基金,-16000000,-6.618486484,0.8085,399012.SZ,创业300,40.6877,3.5694,深圳证券交易所
517350.SH,主,科技ETF沪港深,0.751,-0.005,-0.0066,-0.004,448198,0.0052,0.0067,0.1093,115042000,87316878,1230949.4,广发基金,-16500000,-12.54352222,0.754,931524.CSI,SHS科技龙头,26.6782,3.6663,上海证券交易所
511930.SH,货,国联日盈货币ETF,100.009,0.009,0.0001,0,435036,0.022,0.0001,0,197300,19730000,,国联基金,166947.0603,550.0194115,0,,,,,上海证券交易所
159211.SZ,宽,深证100ETF富国,1.042,-0.003,-0.0029,-0.0019,421970,0.0258,-0.0019,0,15683294,16415703.83,73711.4818,富国基金,,,1.044,399330.SZ,深证100,22.0722,2.2803,深圳证券交易所
588720.SH,宽,科创50ETF中银,1.002,-0.007,-0.0069,-0.0016,416453,0.0011,0.002,0,362241800,365320855.3,3948435.62,中银基金,,,1.0036,000688.SH,科创50,97.7553,4.5058,上海证券交易所
159689.SZ,行,消费ETF南方,0.778,0,0,-0.0013,403629,0.0053,-0.0013,0,98147787,76378607.84,-559442.3859,南方基金,-28000000,-22.19618803,0.779,000932.SH,800消费,20.7575,4.2731,深圳证券交易所
562530.SH,策,中证1000价值ETF,1.168,0,0,-0.0002,401732,0.008,0.0095,0.03,43144000,50405135.2,-271807.2,华夏基金,-11000000,-20.31619385,1.1682,931588.CSI,1000价值稳健,16.6714,1.2601,上海证券交易所
159328.SZ,主,家电ETF易方达,0.966,-0.004,-0.0041,-0.0028,389130,0.0033,-0.0203,-0.0163,120556700,117108778.4,265224.74,易方达基金,-45000000,-27.18102016,0.9687,931021.CSI,家电龙头,14.3525,2.4697,深圳证券交易所
510550.SH,宽,方正中证500ETF,1.443,-0.002,-0.0014,-0.0061,377237,0.0147,0.0056,0.0021,17743300,25765045.93,145495.06,方正富邦基金,-6000000,-25.27028678,1.4518,000905.SH,中证500,29.8503,1.8045,上海证券交易所
516380.SH,主,智能电动车ETF,0.753,-0.006,-0.0079,-0.0009,373099,0.004,-0.0105,0.0176,122449300,92865549.12,661226.22,华宝基金,-18000000,-12.81601261,0.7537,h11052.CSI,智能电车,29.378,3.0736,上海证券交易所
561370.SH,宽,2000ETF,1.121,0.002,0.0018,-0.0015,371846,0.0321,0.0099,0.1077,10356000,11620467.6,102524.4,国泰基金,-8000000,-43.58247984,1.1227,932000.CSI,中证2000,138.5133,2.458,上海证券交易所
516930.SH,主,生物科技ETF基金,0.488,-0.004,-0.0081,-0.002,365210,0.0107,0.0062,0.0678,70139600,34529725.08,-147293.16,民生加银基金,-3000000,-4.101745156,0.489,930743.CSI,中证生科,57.1259,3.7843,上海证券交易所
159775.SZ,主,新能源车电池ETF,0.562,-0.002,-0.0035,-0.0016,363674,0.0066,-0.0035,0.02,97648961,55191192.76,78119.1688,建信基金,-34000000,-25.82625776,0.5629,980032.CNI,新能电池,26.8081,3.2098,深圳证券交易所
512770.SH,主,战略新兴ETF,1.31,-0.002,-0.0015,-0.0005,356033,0.0018,0.0139,-0.0015,154767800,203241075,2569145.48,华夏基金,-10000000,-6.069147006,1.3107,000171.CSI,新兴成指,23.2903,3.2255,上海证券交易所
159528.SZ,主,国企改革ETF,1.035,-0.004,-0.0038,-0.0017,355843,0.0103,0.0049,-0.0336,33320773,34447015.13,79969.8552,富国基金,-24000000,-41.86963773,1.0368,399974.SZ,国企改革,13.8983,1.3245,深圳证券交易所
560520.SH,策,红利低波100ETF基金,1.08,0.003,0.0028,-0.0027,353840,0.0875,0.0056,-0.0101,3751000,4053705.7,-21380.7,大成基金,-3000000,-44.43786106,1.0829,930955.CSI,红利低波100,8.2526,0.845,上海证券交易所
588820.SH,宽,科创200ETF基金,1.148,0.002,0.0017,-0.0005,332895,0.0177,0.0278,0,16400000,18812440,-3049420,华夏基金,,,1.1486,000699.SH,科创200,280.2365,3.1891,上海证券交易所
510770.SH,主,G60创新ETF,0.559,0,0,-0.0025,315092,0.0194,0,-0.0089,29110700,16325280.56,142642.43,申万菱信基金,-10500000,-26.507989,0.5604,950049.CSI,G60成指,42.2298,2.7077,上海证券交易所
159630.SZ,宽,A100ETF基金,1.1,0.002,0.0018,-0.0018,313976,0.0218,-0.0009,-0.0081,13113744,14442166.27,30161.6112,汇添富基金,-10000000,-43.26430197,1.102,000903.SH,中证A100,15.0367,1.5605,深圳证券交易所
159543.SZ,宽,国证2000ETF基金,1.035,0.004,0.0039,0,309824,0.006,0.0117,0.0737,50196551,52088960.97,8647611.718,工银瑞信基金,-4000000,-7.380543459,1.035,399303.SZ,国证2000,52.4154,2.2653,深圳证券交易所
159896.SZ,主,物联网ETF南方,0.78,-0.002,-0.0026,-0.0005,300157,0.0018,0.0091,-0.0311,216055960,168696493.6,10733994.63,南方基金,148000000,217.4680954,0.7804,930712.CSI,CS物联网,28.4831,3.3004,深圳证券交易所
516480.SH,主,新材料ETF基金,0.583,0.002,0.0034,0,296112,0.024,-0.0017,-0.0474,21146100,12332405.52,25375.32,国联安基金,-3000000,-12.42436667,0.583,h30597.CSI,新材料,37.581,2.6037,上海证券交易所
159970.SZ,宽,深100ETF工银,4.527,-0.003,-0.0007,-0.0001,294724,0.0246,0.0027,-0.0389,2644784,11999385.01,55540.464,工银瑞信基金,-600000,-18.49121544,4.5273,399330.SZ,深证100,22.0722,2.2803,深圳证券交易所
511820.SH,货,鹏华添利ETF,100.013,0.014,0.0001,0,280019,0.0028,0.0001,0,987800,98780000,-80000,鹏华基金,459001.15,86.80070881,0,,,,,上海证券交易所
512260.SH,策,中证500低波动ETF,1.544,0.003,0.0019,0.0003,277540,0.0047,0.0065,-0.0289,38097700,58746653.4,144771.26,华安基金,-4800000,-11.18941109,1.5435,930782.CSI,500SNLV,21.7541,1.4358,上海证券交易所
562260.SH,主,汽车配件ETF,1.11,-0.011,-0.0098,0.0005,272285,0.0263,-0.0186,0.0531,9331500,10462477.8,-1014785.55,海富通基金,-4000000,-30.00412557,1.1095,931230.CSI,汽车零部件,25.4601,2.5805,上海证券交易所
510160.SH,主,产业升级ETF,0.834,0.003,0.0036,-0.0012,268592,0.0012,0.0024,-0.0425,276057400,229652151.1,-717749.24,南方基金,-24000000,-7.998469626,0.835,000901.SH,小康指数,10.5176,1.034,上海证券交易所
560190.SH,行,公用事业ETF,0.98,0.005,0.0051,0.0013,258714,0.0049,-0.0071,0,54334000,53002817,-1535834.2,鹏华基金,,,0.9787,000995.CSI,全指公用,16.5972,1.723,上海证券交易所
512390.SH,策,平安MSCI低波ETF,1.111,0.004,0.0036,0.0015,254296,0.0014,0.0082,0.0193,165682000,183227723.8,-613023.4,平安基金,-6000000,-3.494833471,1.1093,707918.MI,MSCI中国A股国际低波(美元),11.2636,1.1994,上海证券交易所
510290.SH,宽,上证380ETF,2.001,0,0,0.0004,251671,0.0015,0.0142,0.0157,82448900,164856575.6,601876.97,南方基金,-12000000,-12.70528296,2.0001,000009.SH,上证380,17.9226,1.6672,上海证券交易所
159808.SZ,宽,创100ETF融通,0.777,-0.002,-0.0026,-0.0001,248230,0.0024,0.0144,-0.0372,135484790,105772975.6,-310288.411,融通基金,-18000000,-11.72754642,0.7771,399006.SZ,创业板指,32.6842,3.7518,深圳证券交易所
561900.SH,主,沪深300ESGETF,0.831,0.002,0.0024,0.0016,244423,0.0059,0.0061,-0.0095,50334400,41767485.12,85568.48,招商基金,-18000000,-26.34105224,0.8297,931463.CSI,300 ESG,11.9882,1.246,上海证券交易所
560810.SH,主,央企ESGETF,0.955,0.003,0.0032,-0.0024,230594,0.0005,0.0032,-0.0363,516116000,492684333.6,722562.4,融通基金,-41000000,-7.359329116,0.9573,931243.CSI,诚通央企ESG,13.064,1.3807,上海证券交易所
516720.SH,策,ESGETF,0.89,0.005,0.0056,0.0033,213422,0.0093,0.0068,0.0102,25837800,22905209.7,67178.28,浦银安盛基金,-7500000,-22.4969854,0.8871,931476.CSI,ESG120策略,10.9513,1.2182,上海证券交易所
511950.SH,货,添利货币ETF,100.006,0.007,0.0001,0,208012,0.0071,0.0001,0.001,293700,29370000,-20000,广发基金,167969.2797,133.5944623,0,,,,,上海证券交易所
159721.SZ,宽,深证100ETF永赢,0.763,-0.002,-0.0026,-0.0009,201430,0.0024,0.0026,-0.0013,109431696,83780906.46,393954.1056,永赢基金,46000000,72.51895015,0.7637,399330.SZ,深证100,22.0722,2.2803,深圳证券交易所
560620.SH,行,公用事业ETF基金,0.912,0.003,0.0033,-0.0005,201191,0.0038,-0.0087,-0.0298,57867000,52635823.2,-69440.4,万家基金,-49500000,-46.10355137,0.9125,000995.CSI,全指公用,16.5972,1.723,上海证券交易所
560690.SH,主,电信ETF基金,1.333,0.007,0.0053,0.0002,200740,0.0077,0.0238,-0.006,19639000,26047205.7,388852.2,鹏华基金,8250000,72.43831767,1.3327,931235.CSI,中证电信,23.0734,2.0865,上海证券交易所
588320.SH,宽,双创50ETF增强,0.874,-0.001,-0.0011,0.0017,190189,0.0091,0.0151,-0.0385,23824600,20860819.76,276365.36,广发基金,-45000000,-65.38359831,0.8725,931643.CSI,科创创业50,37.7891,4.2874,上海证券交易所
159556.SZ,宽,中证2000ETF增强,1.004,-0.003,-0.003,-0.0004,185884,0.0055,0.008,0.0842,33556089,33821182.1,211403.3607,平安基金,-51000000,-60.31499399,1.0044,932000.CSI,中证2000,138.5133,2.458,深圳证券交易所
562300.SH,主,碳中和ETF基金,0.531,0,0,0.0017,180870,0.0031,-0.0075,-0.0829,109495000,58108996.5,-54747.5,银华基金,-12000000,-9.876949669,0.5301,000977.CSI,内地低碳,29.1751,2.2454,上海证券交易所
511920.SH,货,广发货币ETF,100.006,0.007,0.0001,0,180317,0.0045,0.0001,0,398200,39820000,10000,广发基金,333456,515.0376869,0,,,,,上海证券交易所
159371.SZ,宽,创50ETF富国,0.951,0.004,0.0042,0.0097,178771,0.0063,0.0215,0,30221172,28661759.52,398919.4704,富国基金,,,0.9419,399673.SZ,创业板50,31.0115,4.0677,深圳证券交易所
159717.SZ,主,ESGETF,0.866,0,0,0.0001,169029,0.0034,0.0023,-0.0181,57873183,50170262.34,92597.0928,鹏华基金,-25000000,-30.16657391,0.8659,399378.SZ,ESG 300,12.9096,1.3585,深圳证券交易所
516960.SH,主,机械ETF,0.707,0,0,0.0017,152453,0.0102,-0.0084,-0.0648,21051100,14855761.27,21051.1,国泰基金,-2000000,-8.676375531,0.7058,000812.CSI,细分机械,31.6818,2.1903,上海证券交易所
516890.SH,主,新材料ETF指数基金,0.489,0,0,-0.0012,150976,0.0065,0,-0.0449,47311400,23173123.72,42580.26,平安基金,-4000000,-7.795538613,0.4896,h30597.CSI,新材料,37.581,2.6037,上海证券交易所
510130.SH,宽,上证中盘ETF易方达,6.019,0.019,0.0032,0.0011,146541,0.0006,0.0145,0.0032,38685100,232327236.6,529985.87,易方达基金,-10000000,-20.54016527,6.0125,000044.SH,上证中盘,11.5275,1.1029,上海证券交易所
159642.SZ,主,碳中和100ETF,0.75,0,0,-0.0019,137376,0.0016,-0.0027,-0.017,111439923,83568798.26,-896071.8999,大成基金,-22000000,-16.48682007,0.7514,931755.CSI,SEEE碳中和,22.2658,1.8348,深圳证券交易所
517170.SH,宽,沪港深ETF,0.882,0.002,0.0023,-0.0029,136414,0.0038,0.008,0.0665,41131800,36430435.26,201545.82,华夏基金,-15000000,-26.72282022,0.8846,h30455.CSI,沪港深500,7.2754,0.7443,上海证券交易所
159505.SZ,宽,国证2000指数ETF,1.113,-0.001,-0.0009,-0.001,130834,0.0116,0.0164,0.0733,10104786,11254710.65,117215.5176,博时基金,-3000000,-22.89239977,1.1141,399303.SZ,国证2000,52.4154,2.2653,深圳证券交易所
510370.SH,宽,300指数ETF,0.852,-0.003,-0.0035,-0.004,118038,0.0011,0.0035,-0.0307,129258100,110606156.2,258516.2,兴业基金,-9000000,-6.509564358,0.8554,000300.SH,沪深300,12.6549,1.3137,上海证券交易所
517160.SH,主,长江保护主题ETF,0.735,0.002,0.0027,0.0014,117319,0.0001,0.0068,0.0138,1838777500,1348191663,4964699.25,南方基金,-6000000,-0.325242475,0.734,931554.CSI,长江保护,20.0146,2.1657,上海证券交易所
159976.SZ,宽,湾创ETF,1.145,-0.004,-0.0035,-0.0043,110804,0.001,0.0009,0.0514,98885872,114124184.9,781198.3888,工银瑞信基金,-8000000,-7.484618734,1.15,980001.CNI,湾创100(CNI),19.5707,2.369,深圳证券交易所
512970.SH,主,大湾区ETF,1.194,0,0,-0.0015,105452,0.0015,0,-0.0075,57987600,69596717.52,614668.56,平安基金,-1000000,-1.695271549,1.1958,931000.CSI,大湾区,16.3796,1.6674,上海证券交易所
563150.SH,主,油气资源ETF,0.921,0.007,0.0077,0,104054,0.0043,0.0121,-0.0406,26399000,24144525.4,-31678.8,银华基金,-6000000,-18.5190901,0.921,931248.CSI,油气资源,10.8491,1.1398,上海证券交易所
159760.SZ,主,医疗健康ETF泰康,0.596,-0.003,-0.005,0.0008,102504,0.0013,0.0051,0.0311,132360223,79257301.53,-807397.3603,泰康基金,-21000000,-13.69325082,0.5955,980016.CNI,医疗健康,29.17,3.365,深圳证券交易所
159763.SZ,主,新材料ETF基金,0.458,0.001,0.0022,0.0024,102503,0.002,0.0044,-0.0398,114707747,52444381.93,103236.9723,建信基金,-5000000,-4.176839115,0.4569,h30597.CSI,新材料,37.581,2.6037,深圳证券交易所
517360.SH,主,沪港深科技ETF,1.043,-0.001,-0.001,-0.0011,97304,0.0027,0.0136,0.1852,34083000,35742842.1,337421.7,华安基金,-42000000,-55.20287055,1.0441,931442.CSI,SHS科技100,22.7093,2.7583,上海证券交易所
159804.SZ,策,创中盘88ETF,1.161,-0.009,-0.0077,-0.0021,94170,0.0008,0.0113,0.0229,104899676,122827030.6,1646924.913,国寿安保基金,-3000000,-2.780360527,1.1634,399291.SZ,创精选88,70.1548,2.897,深圳证券交易所
510270.SH,主,国企ETF,1.335,0.007,0.0053,-0.0015,85413,0.0038,0.0038,0.0015,16832100,22435506.09,-1364997.78,中银基金,-11000000,-39.52270939,1.337,000056.SH,上证国企,9.2707,1.0531,上海证券交易所
159793.SZ,主,线上消费ETF基金,0.905,-0.001,-0.0011,-0.0025,81317,0.0024,0.0191,0.101,37758908,34303967.92,672108.5624,平安基金,-9000000,-19.24766934,0.9073,931481.CSI,SHS线上消费,102.7252,3.1676,深圳证券交易所
563280.SH,宽,A50增强ETF,1.081,0.002,0.0019,-0.0013,79142,0.0089,-0.0018,-0.0305,8206600,8889389.12,19695.84,富国基金,-2000000,-19.59516391,1.0824,746059.MI,MSCI中国A50互联互通,10.7921,1.2123,上海证券交易所
512360.SH,宽,MSCI中国A股ETF基金,1.482,0.003,0.002,0.0008,74544,0.0012,0.0047,-0.0127,42337700,62672497.31,190519.65,平安基金,-3000000,-6.617009685,1.4808,704843.MI,MSCI中国A股国际(美元),12.9999,1.3264,上海证券交易所
159578.SZ,宽,深证主板50ETF南方,1.061,0.001,0.0009,-0.0012,71730,0.0008,-0.0038,-0.0139,87998831,93454758.52,70399.0648,南方基金,-104000000,-54.16699646,1.0623,399750.SZ,深主板50,18.3393,1.8783,深圳证券交易所
159653.SZ,主,ESG300ETF,0.971,0,0,-0.001,67818,0.0012,0.0041,-0.028,55972068,54444030.54,106346.9292,国联安基金,-3000000,-5.087154142,0.972,399378.SZ,ESG 300,12.9096,1.3585,深圳证券交易所
515660.SH,宽,沪深300ETF国联安,4.699,-0.005,-0.0011,0.0001,64895,0,0.0056,-0.0097,891694200,4189625199,10165313.88,国联安基金,-92700000,-9.416959182,4.6987,000300.SH,沪深300,12.6549,1.3137,上海证券交易所
159973.SZ,主,民企ETF,1.327,-0.003,-0.0023,-0.0002,64300,0.0002,0.003,-0.017,205976423,273845654.4,1668409.026,弘毅远方基金,5000000,2.487854011,1.3273,399362.SZ,民企100,26.1389,3.2296,深圳证券交易所
517100.SH,宽,AH500ETF,0.877,0.002,0.0023,-0.001,62194,0.0002,0.008,0.08,328102100,288434556.1,1640510.5,富国基金,-58500000,-15.1318371,0.8779,h30455.CSI,沪港深500,7.2754,0.7443,上海证券交易所
512280.SH,宽,MSCIA股ETF景顺,1.446,-0.001,-0.0007,-0.0003,62065,0.0013,0.0056,-0.015,34005700,49172242.2,149625.08,景顺长城基金,-2000000,-5.554676065,1.4464,716567.CSI,MSCI中国A股国际通实时(人民币),,,上海证券交易所
560000.SH,主,智慧电车ETF,0.655,-0.002,-0.003,0.0011,59677,0.0057,-0.0061,0.0077,16022900,10554284.23,70500.76,浦银安盛基金,-2000000,-11.09699327,0.6543,h11052.CSI,智能电车,29.378,3.0736,上海证券交易所
159965.SZ,主,央视50ETF,1.482,-0.003,-0.002,-0.0013,56961,0.0009,0.0007,0.0207,42426953,62982811.73,-59397.7342,国联基金,-7000000,-14.16231342,1.484,399550.SZ,央视50,9.682,1.0279,深圳证券交易所
517330.SH,主,长江保护ETF,0.737,0.001,0.0014,-0.0015,56736,0,0.0027,0.0082,1828169000,1347909004,4936056.3,易方达基金,-4000000,-0.218320472,0.7381,931554.CSI,长江保护,20.0146,2.1657,上海证券交易所
517850.SH,主,张江ETF,0.886,-0.005,-0.0056,-0.0029,53487,0.0014,0.0172,0.0765,42185200,37570139.12,615903.92,汇添富基金,-30000000,-41.55976571,0.8886,931596.CSI,SHS张江50,76.4761,3.8517,上海证券交易所
